"Site","Collector","Date","FinalPlantSp","BloomStatus","FlowerNum"
"P43","LTC","6/24/14","Senecio aronicoides","not blooming",0
"P43","LCP","7/3/14","Senecio aronicoides","not blooming",0
"P43","PG","7/13/14","Senecio aronicoides","not blooming",0
"W04","JPS/LTC","6/14/14","Senecio aronicoides","beginning to bloom to bloom",2
"W04","LCP","6/25/14","Senecio aronicoides","finishing bloom",2
"W04","LCP","7/4/14","Senecio aronicoides","not blooming",0
"W04","LTC","7/14/14","Senecio aronicoides","not blooming",0
"L33","AJR","6/13/14","Senecio scorzonella","beginning to bloom to bloom",2
"L33","LTC","6/23/14","Senecio scorzonella","full bloom",2
"L33","KK","7/3/14","Senecio scorzonella","not blooming",0
"L33","KK","7/13/14","Senecio scorzonella","not blooming",0
"N135","LTC","6/18/14","Senecio scorzonella","finishing bloom",3
"N135","KK","7/6/14","Senecio scorzonella","not blooming",0
"N135","LCP","7/9/14","Senecio scorzonella","not blooming",0
"N135","LCP","7/19/14","Senecio scorzonella","not blooming",0
"P33","AJR","6/12/14","Senecio scorzonella","full bloom",2
"P33","LTC","6/22/14","Senecio scorzonella","full bloom",2
"P33","LCP","7/2/14","Senecio scorzonella","not blooming",0
"P33","LMH","7/13/14","Senecio scorzonella","not blooming",0
"P37","JPS/LTC","6/13/14","Senecio scorzonella","full bloom",3
"P37","KK","6/24/14","Senecio scorzonella","not blooming",0
"P37","LCP","7/1/14","Senecio scorzonella","not blooming",0
"P37","LKM","7/13/14","Senecio scorzonella","not blooming",0
"P43","LCP","6/13/14","Senecio scorzonella","not blooming",0
"P43","LTC","6/24/14","Senecio scorzonella","finishing bloom",2
"P43","LCP","7/3/14","Senecio scorzonella","not blooming",0
"P43","PG","7/13/14","Senecio scorzonella","not blooming",0
"N136","GH","7/9/13","Senecio triangularis","finishing bloom",1
"N136","LCP","7/12/13","Senecio triangularis","finishing bloom",1
"N136","CRP","7/24/13","Senecio triangularis","not blooming",0
"N136","LCP","7/26/13","Senecio triangularis","not blooming",0
"N136","LTC","6/17/14","Senecio triangularis","beginning to bloom to bloom",2
"N136","LCP","7/7/14","Senecio triangularis","full bloom",2
"N136","KK","7/10/14","Senecio triangularis","finishing bloom",3
"N136","LTC","7/17/14","Senecio triangularis","finishing bloom",1
"P24","JPS","6/12/14","Senecio triangularis","full bloom",2
"P24","KK","6/23/14","Senecio triangularis","not blooming",0
"P24","KK","7/2/14","Senecio triangularis","not blooming",0
"P24","MRM","7/13/14","Senecio triangularis","not blooming",0
"P43","LCP","6/28/13","Silene sp. ","blooming",1
"P43","TS","7/13/13","Silene sp. ","not blooming",0
"P43","GH","7/17/13","Silene sp. ","not blooming",0
"P43","CRP","7/30/13","Silene sp. ","not blooming",0
"P43","LCP","6/13/14","Silene sp. ","not blooming",0
"P43","LTC","6/24/14","Silene sp. ","not blooming",0
"P43","LCP","7/3/14","Silene sp. ","not blooming",0
"P43","PG","7/13/14","Silene sp. ","not blooming",0
"L24","LKM","6/27/13","Solidago canadensis ssp. elongata","not blooming",0
"L24","SB","7/13/13","Solidago canadensis ssp. elongata","beginning to bloom",3
"L24","LCP","7/18/13","Solidago canadensis ssp. elongata","beginning to bloom",3
"L24","LCP","7/31/13","Solidago canadensis ssp. elongata","finishing bloom",4
"L24","LKM","6/13/14","Solidago canadensis ssp. elongata","not blooming",0
"L24","LCP/EK","6/23/14","Solidago canadensis ssp. elongata","not blooming",0
"L24","MV/KD","7/2/14","Solidago canadensis ssp. elongata","beginning to bloom to bloom",4
"L24","LTC","7/13/14","Solidago canadensis ssp. elongata","full bloom",4
"L35","LCP","6/27/13","Solidago canadensis ssp. elongata","beginning to bloom",1
"L35","SH","7/13/13","Solidago canadensis ssp. elongata","beginning to bloom",4
"L35","CRP","7/18/13","Solidago canadensis ssp. elongata","beginning to bloom",4
"L35","LCP","7/29/13","Solidago canadensis ssp. elongata","full bloom",4
"L35","LTC","6/12/14","Solidago canadensis ssp. elongata","not blooming",0
"L35","KK","6/22/14","Solidago canadensis ssp. elongata","not blooming",0
"L35","MV","7/3/14","Solidago canadensis ssp. elongata","beginning to bloom to bloom",2
"L35","LCP","7/13/14","Solidago canadensis ssp. elongata","beginning to bloom to bloom",3
"N134","LCP","7/8/13","Solidago canadensis ssp. elongata","not blooming",0
"N134","CRP","7/11/13","Solidago canadensis ssp. elongata","not blooming",0
"N134","GH","7/22/13","Solidago canadensis ssp. elongata","full bloom",2
"N134","CRP","7/25/13","Solidago canadensis ssp. elongata","full bloom",2
"N134","JPS","6/17/14","Solidago canadensis ssp. elongata","not blooming",2
"N134","LCP","7/6/14","Solidago canadensis ssp. elongata","full bloom",1
"N134","KK","7/9/14","Solidago canadensis ssp. elongata","full bloom",2
"N134","LCP","7/17/14","Solidago canadensis ssp. elongata","full bloom",1
"N136","GH","7/9/13","Solidago canadensis ssp. elongata","not blooming",0
"N136","LCP","7/12/13","Solidago canadensis ssp. elongata","not blooming",0
"N136","CRP","7/24/13","Solidago canadensis ssp. elongata","full bloom",2
"N136","LCP","7/26/13","Solidago canadensis ssp. elongata","full bloom",2
"N136","LTC","6/17/14","Solidago canadensis ssp. elongata","not blooming",0
"N136","LCP","7/7/14","Solidago canadensis ssp. elongata","not blooming",0
"N136","KK","7/10/14","Solidago canadensis ssp. elongata","finishing bloom",2
"N136","LTC","7/17/14","Solidago canadensis ssp. elongata","not blooming",0
"N137","CRP","7/9/13","Solidago canadensis ssp. elongata","full bloom",2
"N137","GH","7/12/13","Solidago canadensis ssp. elongata","full bloom",2
"N137","LCP","7/24/13","Solidago canadensis ssp. elongata","full bloom",2
"N137","CRP","7/26/13","Solidago canadensis ssp. elongata","finishing bloom",2
"N137","LCP/KAK","6/19/14","Solidago canadensis ssp. elongata","not blooming",0
"N137","LTC","7/7/14","Solidago canadensis ssp. elongata","not blooming",0
"N137","LTC","7/10/14","Solidago canadensis ssp. elongata","not blooming",0
"N137","LTC","7/19/14","Solidago canadensis ssp. elongata","full bloom",1
"P310","LCP","6/29/13","Solidago canadensis ssp. elongata","not blooming",0
"P310","BES","7/13/13","Solidago canadensis ssp. elongata","not blooming",0
"P310","CRP","7/17/13","Solidago canadensis ssp. elongata","beginning to bloom",2
"P310","GH","7/31/13","Solidago canadensis ssp. elongata","full bloom",2
"P310","LCP","6/12/14","Solidago canadensis ssp. elongata","not blooming",0
"P310","LCP","6/24/14","Solidago canadensis ssp. elongata","not blooming",0
"P310","KK","7/1/14","Solidago canadensis ssp. elongata","not blooming",0
"P310","CV","7/13/14","Solidago canadensis ssp. elongata","finishing bloom",2
"W04","CRP","6/30/13","Solidago canadensis ssp. elongata","not blooming",0
"W04","LCP","7/14/13","Solidago canadensis ssp. elongata","full bloom",1
"W04","GH","7/20/13","Solidago canadensis ssp. elongata","full bloom",1
"W04","GH","8/1/13","Solidago canadensis ssp. elongata","full bloom",2
"W04","JPS/LTC","6/14/14","Solidago canadensis ssp. elongata","not blooming",0
"W04","LCP","6/25/14","Solidago canadensis ssp. elongata","not blooming",0
"W04","LCP","7/4/14","Solidago canadensis ssp. elongata","not blooming",0
"W04","LTC","7/14/14","Solidago canadensis ssp. elongata","full bloom",1
"N136","GH","7/9/13","Stachys albens","full bloom",3
"N136","LCP","7/12/13","Stachys albens","full bloom",3
"N136","CRP","7/24/13","Stachys albens","full bloom",4
"N136","LCP","7/26/13","Stachys albens","full bloom",3
"N136","LTC","6/17/14","Stachys albens","not blooming",0
"N136","LCP","7/7/14","Stachys albens","not blooming",0
"N136","KK","7/10/14","Stachys albens","not blooming",0
"N136","LTC","7/17/14","Stachys albens","beginning to bloom to bloom",1
"P33","CRP","6/27/13","Stephanomeria sp.","not blooming",0
"P33","RW","7/13/13","Stephanomeria sp.","not blooming",0
"P33","GH","7/18/13","Stephanomeria sp.","not blooming",0
"P33","CRP","7/29/13","Stephanomeria sp.","full bloom",2
"P33","AJR","6/12/14","Stephanomeria sp.","not blooming",0
"P33","LTC","6/22/14","Stephanomeria sp.","not blooming",0
"P33","LCP","7/2/14","Stephanomeria sp.","not blooming",0
"P33","LMH","7/13/14","Stephanomeria sp.","not blooming",0
"L33","AJR","6/13/14","Streptanthus tortuosus","finishing bloom",1
"L33","LTC","6/23/14","Streptanthus tortuosus","not blooming",0
"L33","KK","7/3/14","Streptanthus tortuosus","not blooming",0
"L33","KK","7/13/14","Streptanthus tortuosus","not blooming",0
"W04","CRP","6/30/13","Symphoricarpos&mollis& ","not blooming",0
"W04","LCP","7/14/13","Symphoricarpos&mollis& ","not blooming",0
"W04","GH","7/20/13","Symphoricarpos&mollis& ","not blooming",0
"W04","GH","8/1/13","Symphoricarpos&mollis& ","not blooming",0
"W04","JPS/LTC","6/14/14","Symphoricarpos&mollis& ","not blooming",0
"W04","LCP","6/25/14","Symphoricarpos&mollis& ","not blooming",0
"W04","LCP","7/4/14","Symphoricarpos&mollis& ","not blooming",0
"W04","LTC","7/14/14","Symphoricarpos&mollis& ","not blooming",0
"L21","LCP","6/26/13","Tragopogon dubius","beginning to bloom",1
"L21","LKM","7/13/13","Tragopogon dubius","full bloom",1
"L21","LCP","7/17/13","Tragopogon dubius","full bloom",1
"L21","LCP","7/30/13","Tragopogon dubius","finishing bloom",1
"L21","LKM","6/12/14","Tragopogon dubius","full bloom",1
"L21","LCP/EK","6/22/14","Tragopogon dubius","full bloom",1
"L21","KD","7/3/14","Tragopogon dubius","not blooming",0
"L21","KC","7/13/14","Tragopogon dubius","full bloom",1
"L24","LKM","6/27/13","Tragopogon dubius","not blooming",0
"L24","SB","7/13/13","Tragopogon dubius","full bloom",1
"L24","LCP","7/18/13","Tragopogon dubius","finishing bloom",1
"L24","LCP","7/31/13","Tragopogon dubius","finishing bloom",1
"L24","LKM","6/13/14","Tragopogon dubius","not blooming",0
"L24","LCP/EK","6/23/14","Tragopogon dubius","not blooming",0
"L24","MV/KD","7/2/14","Tragopogon dubius","not blooming",0
"L24","LTC","7/13/14","Tragopogon dubius","finishing bloom",2
"L24","LKM","6/27/13","Trifolium monanthum var. monanthum ","not blooming",0
"L24","SB","7/13/13","Trifolium monanthum var. monanthum ","not blooming",0
"L24","LCP","7/18/13","Trifolium monanthum var. monanthum ","finishing bloom",1
"L24","LCP","7/31/13","Trifolium monanthum var. monanthum ","finishing bloom",1
"L24","LKM","6/13/14","Trifolium monanthum var. monanthum ","not blooming",0
"L24","LCP/EK","6/23/14","Trifolium monanthum var. monanthum ","not blooming",0
"L24","MV/KD","7/2/14","Trifolium monanthum var. monanthum ","not blooming",0
"L24","LTC","7/13/14","Trifolium monanthum var. monanthum ","not blooming",0
"L24","LKM","6/13/14","Triteleia ixioides ssp. anilina","beginning to bloom to bloom",2
"L24","LCP/EK","6/23/14","Triteleia ixioides ssp. anilina","not blooming",0
"L24","MV/KD","7/2/14","Triteleia ixioides ssp. anilina","not blooming",0
"L24","LTC","7/13/14","Triteleia ixioides ssp. anilina","not blooming",0
"N136","GH","7/9/13","Veratrum californicum","beginning to bloom",1
"N136","LCP","7/12/13","Veratrum californicum","beginning to bloom",1
"N136","CRP","7/24/13","Veratrum californicum","full bloom",2
"N136","LCP","7/26/13","Veratrum californicum","full bloom",2
"N136","LTC","6/17/14","Veratrum californicum","not blooming",0
"N136","LCP","7/7/14","Veratrum californicum","not blooming",0
"N136","KK","7/10/14","Veratrum californicum","not blooming",0
"N136","LTC","7/17/14","Veratrum californicum","not blooming",0
"L24","LKM","6/13/14","Viola purpurea","full bloom",2
"L24","LCP/EK","6/23/14","Viola purpurea","not blooming",0
"L24","MV/KD","7/2/14","Viola purpurea","not blooming",0
"L24","LTC","7/13/14","Viola purpurea","not blooming",0
"P37","JPS/LTC","6/13/14","Viola purpurea","full bloom",2
"P37","KK","6/24/14","Viola purpurea","not blooming",0
"P37","LCP","7/1/14","Viola purpurea","not blooming",0
"P37","LKM","7/13/14","Viola purpurea","not blooming",0
"L21","LCP","6/26/13","Wyethia mollis","full bloom",3
"L21","LKM","7/13/13","Wyethia mollis","finishing bloom",3
"L21","LCP","7/17/13","Wyethia mollis","finishing bloom",2
"L21","LCP","7/30/13","Wyethia mollis","finishing bloom",1
"L21","LKM","6/12/14","Wyethia mollis","full bloom",4
"L21","LCP/EK","6/22/14","Wyethia mollis","full bloom",3
"L21","KD","7/3/14","Wyethia mollis","finishing bloom",3
"L21","KC","7/13/14","Wyethia mollis","finishing bloom",1
"L24","LKM","6/13/14","Wyethia mollis","beginning to bloom to bloom",1
"L24","LCP/EK","6/23/14","Wyethia mollis","not blooming",0
"L24","MV/KD","7/2/14","Wyethia mollis","not blooming",0
"L24","LTC","7/13/14","Wyethia mollis","not blooming",0
