"EMEC","UniqueID","TempID","Year","Site","Date","NetPan","PanColor","PanID","SampleRound","NetNumber","Collector","FieldPlantSp","PlantSp","Order","Family","Genus","Subgenus","Species","Subspecies","Sex","Determiner","DateDetermined","Author","GeneralID"
1041235,"YOSE-7420_EMEC_8619",8619,2014,"N134","7/6/14","net","","",2,1,"LCP","Pseudognaphalium spp.","Pseudognaphalium spp.","Hymenoptera","Colletidae","Hylaeus","","spp.","small","m","L. Ponisio","2013-2015","","Bee"
1041236,"YOSE-7420_EMEC_8620",8620,2014,"N139","7/6/14","net","","",2,1,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041237,"YOSE-7420_EMEC_8621",8621,2014,"N139","7/6/14","net","","",2,1,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041238,"YOSE-7420_EMEC_8622",8622,2014,"N139","7/6/14","net","","",2,1,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041239,"YOSE-7420_EMEC_8623",8623,2014,"N139","7/6/14","net","","",2,1,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041240,"YOSE-7420_EMEC_8624",8624,2014,"N139","7/6/14","net","","",2,1,"LTC","ERIBRE","Erigeron brewerii var. brewerii","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1041265,"YOSE-7420_EMEC_8649",8649,2014,"L21","6/22/14","net","","",2,1,"LCP","ERINUD","Eriogonum nudum var. nudum","Lepidoptera","","Euphilotes","","enoptes","","m","L.Ponisio","2015","Boisduval","Lep"
1041266,"YOSE-7420_EMEC_8650",8650,2014,"L21","6/22/14","net","","",2,1,"LCP","ERINUD","Eriogonum nudum var. nudum","Lepidoptera","","Plebejus","","saepiolus","","f","L.Ponisio","2015","Boisduval","Lep"
1041272,"YOSE-7420_EMEC_8656",8656,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041273,"YOSE-7420_EMEC_8657",8657,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041274,"YOSE-7420_EMEC_8658",8658,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041275,"YOSE-7420_EMEC_8659",8659,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","idas","","f","L.Ponisio","2015","Linnaeus","Lep"
1041276,"YOSE-7420_EMEC_8660",8660,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041277,"YOSE-7420_EMEC_8661",8661,2014,"L21","6/22/14","net","","",2,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041280,"YOSE-7420_EMEC_8664",8664,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Lepidoptera","","Euphilotes","","enoptes","","m","L.Ponisio","2015","Boisduval","Lep"
1041302,"YOSE-7420_EMEC_8686",8686,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Pyrobombus","flavifrons","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041303,"YOSE-7420_EMEC_8687",8687,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Bombus","mixtus","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041304,"YOSE-7420_EMEC_8688",8688,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Pyrobombus","flavifrons","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041305,"YOSE-7420_EMEC_8689",8689,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Bombus","vandykei","","f","R.W. Thorp","2013-2015","Frison","Bee"
1041306,"YOSE-7420_EMEC_8690",8690,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Bombus","vandykei","","f","R.W. Thorp","2013-2015","Frison","Bee"
1041307,"YOSE-7420_EMEC_8691",8691,2014,"N136","7/7/14","net","","",2,1,"LCP","ACOCOL","Aconitum columbianum","Hymenoptera","Apidae","Bombus","Bombus","vandykei","","f","R.W. Thorp","2013-2015","Frison","Bee"
1041324,"YOSE-7420_EMEC_8708",8708,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Apidae","Bombus","Bombus","mixtus","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041325,"YOSE-7420_EMEC_8709",8709,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041326,"YOSE-7420_EMEC_8710",8710,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041327,"YOSE-7420_EMEC_8711",8711,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041328,"YOSE-7420_EMEC_8712",8712,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1041329,"YOSE-7420_EMEC_8713",8713,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1041330,"YOSE-7420_EMEC_8714",8714,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1041331,"YOSE-7420_EMEC_8715",8715,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1041332,"YOSE-7420_EMEC_8716",8716,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Colletidae","Hylaeus","Cephalylaeus","basalis","","f","L. Ponisio","2013-2015","Smith","Bee"
1041333,"YOSE-7420_EMEC_8717",8717,2014,"N136","7/7/14","net","","",2,1,"LCP","GERRIC","Geranium richardsonii","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041351,"YOSE-7420_EMEC_8735",8735,2014,"N136","7/7/14","net","","",2,1,"LCP","LILPAR","Lilium pardalinum ssp. pardalinum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041352,"YOSE-7420_EMEC_8736",8736,2014,"N136","7/7/14","net","","",2,1,"LCP","LILPAR","Lilium pardalinum ssp. pardalinum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041353,"YOSE-7420_EMEC_8737",8737,2014,"N136","7/7/14","net","","",2,1,"LCP","LILPAR","Lilium pardalinum ssp. pardalinum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041354,"YOSE-7420_EMEC_8738",8738,2014,"N136","7/7/14","net","","",2,1,"LCP","Potentilla sp.","Potentilla sp.","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1041355,"YOSE-7420_EMEC_8739",8739,2014,"N136","7/7/14","net","","",2,1,"LCP","Potentilla sp.","Potentilla sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041362,"YOSE-7420_EMEC_8746",8746,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041363,"YOSE-7420_EMEC_8747",8747,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041364,"YOSE-7420_EMEC_8748",8748,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1041365,"YOSE-7420_EMEC_8749",8749,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Diptera","Syrphinae","Lapposyrphus","","lapponicus","","m","M. Hauser","2015","Zetterstedt","Fly"
1041366,"YOSE-7420_EMEC_8750",8750,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","m","Jason Gibbs","2013-2015","","Bee"
1041367,"YOSE-7420_EMEC_8751",8751,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","m","Jason Gibbs","2013-2015","","Bee"
1041368,"YOSE-7420_EMEC_8752",8752,2014,"N133","7/7/14","net","","",2,1,"KK","APOAND","Apocynum androsaemifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041374,"YOSE-7420_EMEC_8758",8758,2014,"N133","7/7/14","net","","",2,1,"KK","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","m","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041375,"YOSE-7420_EMEC_8759",8759,2014,"N133","7/7/14","net","","",2,1,"KK","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041376,"YOSE-7420_EMEC_8760",8760,2014,"N133","7/7/14","net","","",2,1,"KK","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","f","L.Ponisio","2015","Cresson","Wasp"
1041382,"YOSE-7420_EMEC_8766",8766,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041383,"YOSE-7420_EMEC_8767",8767,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041384,"YOSE-7420_EMEC_8768",8768,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041385,"YOSE-7420_EMEC_8769",8769,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041386,"YOSE-7420_EMEC_8770",8770,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041387,"YOSE-7420_EMEC_8771",8771,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041388,"YOSE-7420_EMEC_8772",8772,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041389,"YOSE-7420_EMEC_8773",8773,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041390,"YOSE-7420_EMEC_8774",8774,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041391,"YOSE-7420_EMEC_8775",8775,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041392,"YOSE-7420_EMEC_8776",8776,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041393,"YOSE-7420_EMEC_8777",8777,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041394,"YOSE-7420_EMEC_8778",8778,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041395,"YOSE-7420_EMEC_8779",8779,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041396,"YOSE-7420_EMEC_8780",8780,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041397,"YOSE-7420_EMEC_8781",8781,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041398,"YOSE-7420_EMEC_8782",8782,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041399,"YOSE-7420_EMEC_8783",8783,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041400,"YOSE-7420_EMEC_8784",8784,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041401,"YOSE-7420_EMEC_8785",8785,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1041402,"YOSE-7420_EMEC_8786",8786,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041403,"YOSE-7420_EMEC_8787",8787,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1041404,"YOSE-7420_EMEC_8788",8788,2014,"N137","7/7/14","net","","",2,1,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Osmia","Melanosmia","bakeri","","f","T. Griswold","2013-2015","Sandhouse","Bee"
1041464,"YOSE-7420_EMEC_8848",8848,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Lepidoptera","","Euphilotes","","enoptes","","f","L.Ponisio","2015","Boisduval","Lep"
1041465,"YOSE-7420_EMEC_8849",8849,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Lepidoptera","","Plebejus","","saepiolus","","m","L.Ponisio","2015","Boisduval","Lep"
1041466,"YOSE-7420_EMEC_8850",8850,2014,"L24","6/23/14","net","","",2,1,"LCP","POTGRA","Potentilla gracilis","Lepidoptera","","Plebejus","","saepiolus","","m","L.Ponisio","2015","Boisduval","Lep"
NA,"YOSE-7420_EMEC_2847",2847,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Xylocopa","Notoxylocopa","tabaniformis","orpifex","m","J.S. Ascher","2013-2015","Smith","Bee"
NA,"YOSE-7420_EMEC_2848",2848,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2849",2849,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2850",2850,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2851",2851,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2852",2852,2013,"N134","7/11/13","net","","",2,1,"CRP","LUPLAT","Lupinus latifolius var. columbianus","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2853",2853,2013,"N134","7/11/13","net","","",2,1,"CRP","GAYERI","Gayophytum eriospermum","Diptera","Syrphinae","Eupeodes","Metasyrphus","fumipennis","","m","M. Hauser","2015","Thomson","Fly"
NA,"YOSE-7420_EMEC_2854",2854,2013,"N134","7/11/13","net","","",2,1,"CRP","GAYERI","Gayophytum eriospermum","Diptera","Syrphinae","Eupeodes","Metasyrphus","fumipennis","","f","M. Hauser","2015","Thomson","Fly"
NA,"YOSE-7420_EMEC_2855",2855,2013,"N134","7/11/13","net","","",2,1,"CRP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2856",2856,2013,"N134","7/11/13","net","","",2,1,"CRP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2857",2857,2013,"N134","7/11/13","net","","",2,1,"CRP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_2858",2858,2013,"N134","7/11/13","net","","",2,1,"CRP","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_2859",2859,2013,"N134","7/11/13","net","","",2,1,"CRP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2912",2912,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_2913",2913,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_2914",2914,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_2915",2915,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Megachilidae","Megachile","Xanthosarus","melanophaea","","f","T. Griswold","2013-2015","Smith","Bee"
NA,"YOSE-7420_EMEC_2916",2916,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Megachilidae","Megachile","Litomegachile","texana","","f","T. Griswold","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_2917",2917,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","m","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2918",2918,2013,"N133","7/11/13","net","","",2,1,"GH","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2919",2919,2013,"N133","7/11/13","net","","",2,1,"GH","CALUMB","Calyptridium umbellatum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_2920",2920,2013,"N133","7/11/13","net","","",2,1,"GH","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2949",2949,2013,"N135","7/11/13","net","","",2,1,"LCP","GAYDIF","Gayophytum diffusum","Diptera","Bombyliidae","Anthrax","","sp","b","","M. Hauser","2015","","Fly"
NA,"YOSE-7420_EMEC_2950",2950,2013,"N135","7/11/13","net","","",2,1,"LCP","GAYDIF","Gayophytum diffusum","Hymenoptera","Halictidae","Dufourea","","spilura","","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_2951",2951,2013,"N135","7/11/13","net","","",2,1,"LCP","GAYDIF","Gayophytum diffusum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2952",2952,2013,"N135","7/11/13","net","","",2,1,"LCP","GAYDIF","Gayophytum diffusum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_2953",2953,2013,"N135","7/11/13","net","","",2,1,"LCP","GAYDIF","Gayophytum diffusum","Hymenoptera","Halictidae","Dufourea","","spilura","","m","T. Griswold","2013-2015","Cockerell","Bee"
